seq,s3,s4,s5,s6,s7,s9,s11,s13,s14,s15,s16,s17,s18,s19a,s19b,s19c,s19d,s20,s23a,s24a,s25a,s26a,s27a,s30a,s30c,s31a,s31c,s32,s33,s34,s35,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,netw,uria,rtdum,bd,mi,old,vr,school,chval,dnotown,dprop
4056,1,1,1,138,0,1120,0,1,8.0,1,4.0,62.0,3.0,,,,,1,0,0,2.0,2.0,0,4930,0,5177,0,1423.0,153.0,0.0,22.0,1.0,1,8,2,1,0,27.49,29.21,1,360,,153.0,2,0,0,Y,0,0,3.0,37.0,10.6,0,1,1,0,0,14.0,243.1024,0,0
4062,1,1,1,112,0,1120,0,1,5.0,1,2.0,57.0,0.0,,,,,1,1,0,4.0,4.0,0,2513,800,3927,800,1176.0,150.0,0.0,34.0,1.0,1,20,2,2,0,24.14,39.5,1,360,,140.0,2,0,0,N,0,0,2.0,58.0,3.2,0,1,1,0,1,14.0,219.7587,0,0
4065,1,1,1,495,1,1120,0,1,5.0,1,2.0,202.0,0.0,1,1.0,,,1,1,3,20.0,15.0,0,5516,11300,5516,11300,4779.0,594.0,0.0,118.0,1.0,0,9,1,2,0,28.42,37.0,1,360,,594.0,2,0,0,N,0,0,2.0,496.0,3.9,0,0,1,1,0,14.0,222.4111,0,0
4066,1,1,1,142,1,1120,0,0,3.0,1,2.0,44.0,0.0,1,1.0,,,1,1,3,5.0,5.0,0,3242,437,3242,437,1426.0,158.0,0.0,85.0,1.0,0,19,2,6,1,39.0,44.0,1,480,,158.0,2,0,0,Y,0,1,2.0,151.0,3.9,0,1,1,1,0,14.0,270.7136,0,0
4067,1,1,1,63,1,1120,0,0,8.0,1,4.0,27.0,0.0,3,3.0,,,1,0,0,6.0,2.0,0,2237,0,2237,0,682.0,125.0,0.0,100.0,2.0,0,8,2,6,1,29.0,37.0,1,480,,125.0,1,0,0,N,0,1,2.0,125.0,1.8,0,1,1,0,0,14.0,250.5469,0,0
4069,1,1,1,143,0,1120,1,0,8.0,0,4.0,65.0,0.0,,,,,1,0,0,10.0,2.0,0,5417,0,5417,0,1332.0,180.0,0.0,39.0,2.0,0,32,2,5,0,24.59,29.39,1,480,,150.0,1,0,0,N,0,1,2.0,59.0,3.2,0,0,1,0,1,18.0,270.3711,0,0
4071,1,1,1,225,0,1120,0,1,5.0,1,2.0,75.0,0.0,,,,,1,1,2,14.0,8.0,0,6291,0,6291,0,2269.0,260.0,0.0,35.0,1.0,1,24,1,2,0,36.07,44.47,1,480,,260.0,2,0,0,N,0,0,3.0,287.0,3.9,0,0,1,1,1,18.0,244.4367,0,0
4072,1,1,1,71,0,1120,0,1,8.0,1,4.0,37.0,0.0,,,,,1,0,0,8.0,6.0,0,3069,0,3069,0,920.0,89.0,0.0,38.0,1.0,1,11,2,1,1,30.0,35.0,1,480,,89.0,1,0,0,N,0,0,2.0,37.0,3.1,0,0,1,0,1,19.0,198.2371,0,0
4074,1,1,1,640,0,1120,0,1,8.0,1,4.0,410.0,0.0,,,,,1,0,0,12.0,12.0,1,34166,0,34166,0,5900.0,800.0,0.0,676.0,1.0,1,9,2,6,0,17.27,35.9,1,480,T QUALIFIE,800.0,2,0,0,N,0,0,3.0,1066.0,3.2,0,0,0,1,1,22.0,272.0225,0,0
4075,1,1,1,258,0,1120,0,1,8.0,1,4.0,119.0,0.0,,,,,1,0,0,11.0,11.0,0,7916,0,9939,0,2528.0,323.0,0.0,307.0,1.0,1,21,1,1,0,26.0,39.0,1,360,T QUALIFIE,325.0,2,0,0,N,0,0,3.0,1041.0,3.1,0,0,1,1,0,24.0,278.0483,0,0
4078,1,1,1,189,0,1120,0,1,5.0,1,2.0,65.0,0.0,,,,,1,1,1,9.0,4.0,1,5449,0,5449,0,1784.0,210.0,0.0,21.0,1.0,1,27,2,1,1,33.0,34.0,1,480,,210.0,2,0,0,Y,0,0,3.0,308.0,5.3,0,0,1,0,0,13.0,278.0483,0,0
4079,1,1,1,127,0,1120,0,1,5.0,1,2.0,57.0,0.0,,,,,1,1,1,9.0,6.0,0,2910,1824,2910,1824,1219.0,159.0,0.0,39.0,1.0,1,20,2,1,1,25.75,39.36,1,480,T QUALIFIE,159.0,2,0,0,N,0,0,3.0,40.0,3.2,0,0,1,0,0,14.0,198.3388,0,0
4081,1,1,1,149,0,1120,0,1,8.0,1,4.0,50.0,0.0,,3.0,,,1,1,2,13.0,1.0,0,2571,0,4136,0,1287.0,165.0,0.0,34.0,1.0,0,2,2,4,1,31.0,31.0,1,480,,166.0,2,0,0,N,0,0,3.0,65.0,3.9,0,0,1,0,1,10.0,198.2371,0,0
4083,1,1,1,66,0,1120,0,1,8.0,1,4.0,52.0,0.0,,,,,1,0,0,3.0,2.0,0,4333,0,4333,0,784.0,83.0,0.0,47.0,1.0,1,6,2,1,0,18.09,30.16,1,480,,83.0,1,0,0,N,0,0,2.0,53.0,1.8,0,0,1,0,1,16.0,198.2371,0,0
4084,1,1,1,224,0,1120,0,0,3.0,1,2.0,72.0,0.0,,,,,1,1,0,9.0,1.0,0,6000,0,6000,0,2118.0,280.0,0.0,40.0,1.0,1,18,2,5,1,35.3,42.74,1,480,,281.0,2,0,0,Y,0,0,3.0,87.0,1.8,1,1,0,0,1,18.0,224.3344,0,0
4085,1,1,1,257,0,1120,0,1,5.0,1,2.0,84.0,0.0,,,,,1,1,2,11.0,1.0,0,4708,2333,4708,2333,2474.0,285.0,0.0,17.0,1.0,1,29,1,2,1,35.14,35.14,1,480,,285.0,2,0,0,Y,0,0,3.0,96.0,3.2,0,0,1,0,0,19.0,383.8923,0,0
4086,1,1,1,116,0,1120,0,1,5.0,1,2.0,41.0,0.0,,,,,1,1,2,2.0,2.0,0,1887,1480,1943,1480,1126.0,145.0,0.0,157.0,2.0,1,20,1,2,0,33.0,39.0,1,480,T QUALIFIE,145.0,2,0,0,N,0,0,3.0,233.0,8.9,0,1,1,0,0,12.0,266.1145,0,0
4087,1,1,2,300,1,1120,0,1,5.0,1,2.0,123.0,0.0,4,,,,1,1,2,20.0,15.0,0,6053,3006,6053,3006,2500.0,375.0,37.0,97.0,1.0,1,13,1,1,0,19.48,34.93,1,480,,250.0,2,0,0,N,0,0,2.0,532.0,3.1,0,1,1,1,1,18.0,249.0143,1,0
4089,1,1,1,221,0,1120,0,1,5.0,1,2.0,80.0,0.0,,,,,1,1,2,10.0,3.5,0,6125,0,6618,0,1872.0,245.0,0.0,50.0,3.0,1,25,1,1,0,29.58,37.23,1,360,,245.0,2,0,0,N,0,0,3.0,79.0,3.1,0,0,1,1,0,16.0,278.0483,0,0
4092,1,1,1,149,0,1120,0,1,2.0,1,2.0,64.0,0.0,,,,,1,1,0,8.0,1.0,0,3020,2770,3020,2770,1289.0,165.0,0.0,18.0,2.0,1,12,1,1,0,24.58,33.53,1,360,,170.0,1,0,0,N,0,0,2.0,68.0,3.1,0,0,1,0,1,12.0,199.6499,0,0
4095,1,1,1,136,0,1120,0,1,5.0,1,2.0,52.0,0.0,,,,,1,1,1,3.25,3.25,0,2200,1825,2500,1825,1100.0,170.0,0.0,59.0,2.0,1,14,1,1,0,26.53,38.85,1,360,,170.0,2,0,0,N,0,0,2.0,152.0,3.1,0,0,1,0,1,17.0,210.4754,0,0
4096,1,1,1,490,0,1120,0,1,7.0,1,3.0,120.0,0.0,,,,,1,1,0,8.0,4.0,0,14583,0,14583,0,4397.0,635.0,0.0,195.0,2.0,1,19,1,1,0,30.15,42.09,1,480,,635.0,2,0,0,N,0,0,2.0,578.0,5.3,0,0,1,1,0,16.0,228.1231,0,0
4100,1,1,1,124,0,1120,0,1,7.0,0,3.0,46.0,0.0,,,,,1,1,3,15.0,1.5,0,3416,0,3833,0,1336.0,158.0,0.0,23.0,1.0,1,9,2,1,0,28.14,28.4,1,360,,138.0,2,0,0,N,0,0,1.0,13.0,3.2,0,1,0,0,0,12.0,281.213,0,0
4101,1,1,1,126,0,1120,0,0,3.0,1,2.0,57.0,0.0,,,,,1,1,2,10.0,1.58,0,1603,1684,1603,1684,1250.0,140.0,0.0,21.0,3.0,1,7,2,1,0,25.57,35.4,1,360,,140.0,2,0,0,N,0,0,2.0,38.0,5.3,0,1,1,0,1,13.0,249.0143,0,0
4107,1,1,1,289,1,1120,0,1,5.0,1,2.0,94.0,0.0,3,3.0,,,1,1,6,21.0,19.0,0,6833,1000,6833,1000,2387.0,385.0,0.0,16.0,3.0,0,25,2,6,1,36.62,47.78,1,480,,385.0,2,0,0,N,0,0,1.0,159.0,3.1,0,0,1,1,1,16.0,232.204,0,0
4108,1,1,1,186,0,1120,0,0,3.0,1,2.0,62.0,0.0,,,,,1,1,1,7.0,3.0,0,3417,1750,3417,1750,1649.0,207.0,0.0,21.0,2.0,1,25,2,1,0,31.47,40.98,1,360,,226.0,1,0,0,N,0,0,1.0,37.0,3.9,0,0,1,1,1,14.0,219.1658,0,0
4109,1,1,1,242,0,1120,0,1,5.0,1,2.0,127.0,0.0,,,,,1,1,0,9.0,5.0,0,7250,3333,7250,3333,1796.0,305.0,0.0,180.0,4.0,1,20,1,1,0,19.26,19.44,1,360,,305.0,2,0,0,N,0,0,3.0,286.0,3.2,0,0,1,1,0,19.0,268.4026,0,0
4112,1,1,1,204,0,1120,0,1,5.0,1,2.0,59.0,0.0,,,,,1,1,2,11.0,1.0,0,4350,564,4350,564,1576.0,279.0,0.0,19.0,2.0,1,16,2,1,0,34.7,46.45,1,360,,279.0,2,0,0,N,0,0,1.0,172.0,3.6,0,1,1,0,0,16.0,231.5018,0,0
4113,1,1,1,113,0,1120,1,1,7.0,1,3.0,45.0,0.0,,,,,1,0,0,4.0,3.5,0,3750,0,3750,0,937.0,125.0,0.0,19.0,2.0,1,4,1,1,0,25.33,34.17,1,480,,150.0,2,0,0,N,0,0,2.0,199.0,2.0,0,1,1,0,1,16.0,313.1432,0,0
4115,1,1,1,130,0,1120,0,0,7.0,1,3.0,66.0,0.0,,,,,1,0,0,7.0,3.5,0,5483,0,5683,0,1389.0,144.0,0.0,39.0,2.0,1,11,1,1,0,29.71,31.77,1,360,,144.0,2,0,0,N,0,0,1.0,135.0,3.1,0,1,0,0,1,18.0,346.6667,0,0
4117,1,1,1,116,0,1120,0,0,7.0,1,3.0,71.0,0.0,,,,,1,0,0,3.0,3.0,1,5833,0,5833,0,1153.0,144.0,0.0,33.0,1.0,1,8,3,2,0,18.85,30.83,1,360,,145.0,2,0,0,N,0,0,1.0,104.0,10.6,0,1,1,1,1,17.0,270.2914,0,0
4119,1,1,1,143,0,1120,1,1,5.0,1,1.0,59.0,0.0,,,,,1,0,0,1.5,1.5,0,2250,2416,2250,2416,1051.0,159.0,0.0,51.0,4.0,1,23,2,1,0,28.25,35.37,1,360,,160.0,1,0,0,N,0,0,1.0,76.0,3.2,0,0,1,0,1,16.0,-8.333333,0,0
4120,1,1,1,96,0,1120,0,1,7.0,1,3.0,30.0,0.0,,,,,1,0,0,5.5,5.5,0,2500,0,2500,0,1040.0,129.0,0.0,34.0,1.0,1,4,2,1,0,39.38,39.38,1,480,,130.0,1,0,0,N,0,0,0.0,70.0,3.2,0,0,0,0,0,23.0,410.4304,0,0
4121,1,1,1,185,0,1120,1,1,5.0,1,2.0,89.0,0.0,,,,,1,1,0,15.0,2.0,0,6700,750,6700,750,1744.0,205.0,0.0,37.0,4.0,1,45,2,1,0,23.11,39.22,1,480,,231.0,1,0,0,Y,0,0,2.0,156.0,3.6,0,0,1,0,1,17.0,300.456,0,0
4122,1,1,1,105,0,1120,0,0,3.0,1,2.0,74.0,0.0,,,,,1,1,1,4.0,4.0,1,6166,0,6166,0,905.0,120.0,0.0,31.0,4.0,1,9,2,1,0,14.6,20.05,1,480,,127.0,2,0,0,N,0,0,1.0,54.0,3.6,0,1,1,0,1,14.0,270.2914,0,0
4123,1,1,1,130,0,1120,1,1,7.0,1,3.0,33.0,0.0,,,,,1,0,0,4.0,0.0,0,2750,0,2750,0,1243.0,184.0,0.0,22.0,1.0,0,0,2,4,0,46.85,47.94,1,360,,195.0,1,0,0,N,0,1,4.0,197.0,4.3,0,1,1,0,1,16.0,344.8421,0,0
4124,1,1,1,122,0,1120,0,1,7.0,0,3.0,56.0,0.0,,,,,1,0,0,10.0,3.0,0,4500,0,4500,0,1151.0,152.0,0.0,35.0,1.0,1,7,2,1,0,22.31,31.15,1,360,,153.0,2,0,0,N,0,0,1.0,21.0,1.8,0,0,1,0,0,16.0,256.6146,0,0
4127,1,1,2,151,0,1120,0,1,7.0,1,3.0,120.0,0.0,,,,,1,1,2,10.0,10.0,1,15771,0,15771,0,1110.0,188.0,0.0,145.0,2.0,1,41,1,1,0,9.78,11.35,1,480,,189.0,2,0,0,N,0,0,1.0,11395.0,3.6,0,1,1,1,0,20.0,221.7299,1,0
4130,1,1,1,153,1,1120,0,0,3.0,1,1.0,161.0,0.0,3,3.0,,,1,1,0,15.0,1.0,0,3417,10000,3417,10000,1259.0,170.0,0.0,90.0,4.0,0,17,1,5,1,18.41,31.89,1,480,,170.0,2,0,0,Y,0,0,1.0,526.0,3.2,0,0,1,1,0,20.0,264.5699,0,0
4133,1,1,1,123,0,1120,0,1,5.0,1,2.0,49.0,0.0,,,,,1,1,1,8.0,1.0,0,2427,1677,2882,1843,1070.0,137.0,0.0,43.0,3.0,1,13,2,1,0,25.61,35.17,1,480,,137.0,2,0,0,N,0,0,1.0,60.0,10.6,0,1,1,0,1,13.0,276.1918,0,0
4134,1,1,2,122,0,1120,1,1,5.0,1,2.0,123.0,0.0,,,,,1,1,0,6.0,3.0,0,7355,2889,7355,2889,1074.0,152.0,0.0,41.0,2.0,1,17,1,1,0,19.51,24.42,1,480,,152.0,1,0,0,N,0,0,1.0,100.0,1.8,0,0,1,0,1,16.0,202.5212,1,0
4136,1,1,1,60,0,1120,0,1,5.0,1,2.0,38.0,0.0,,,,,1,1,0,999999.4,999999.4,0,0,0,2213,1125,743.0,190.0,0.0,86.0,2.0,1,21,2,1,0,23.56,31.84,1,360,,195.0,1,0,0,N,0,0,1.0,241.0,3.6,0,0,1,1,1,17.0,232.164,0,0
4139,1,1,1,61,0,1120,1,1,7.0,0,3.0,41.0,0.0,,,,,1,0,0,14.0,11.0,0,3445,0,3445,0,621.0,68.0,3.0,4.0,2.0,1,8,2,1,0,17.77,19.22,1,360,,68.0,1,0,0,N,0,0,1.0,10.0,3.2,0,0,1,1,1,17.0,202.5212,0,0
4140,1,1,1,149,0,1120,0,1,5.0,0,1.0,106.0,0.0,,,,,1,1,2,5.0,1.5,0,1805,4293,3177,4293,1556.0,166.0,0.0,47.0,5.0,1,22,1,1,0,38.24,42.15,1,480,,170.0,1,0,0,N,0,0,1.0,305.0,4.3,0,1,1,0,1,14.0,261.791,0,0
4142,1,1,1,135,0,1120,0,1,5.0,1,2.0,70.0,0.0,,,,,1,1,0,3.0,3.0,0,3200,2200,3366,2200,1273.0,155.0,0.0,25.0,3.0,1,25,2,2,0,21.18,33.93,1,360,,157.0,2,0,0,N,0,0,1.0,43.0,3.6,0,0,1,0,0,16.0,219.2021,0,0
4143,1,1,2,96,0,1120,1,1,7.0,1,3.0,120.0,0.0,,,,,1,1,2,10.0,10.0,1,15771,0,15771,0,863.0,138.0,0.0,135.0,1.0,1,44,1,1,0,8.82,10.79,1,480,,140.0,2,0,0,N,0,0,2.0,5390.0,3.6,0,0,1,1,1,20.0,260.9567,1,0
4146,1,1,1,67,1,1120,1,1,5.0,1,1.0,84.0,0.0,4,4.0,,,1,0,0,1.5,0.5,0,1916,5063,1916,5063,749.0,74.0,0.0,21.0,2.0,1,17,2,1,0,10.38,26.79,1,360,,74.0,1,0,0,Y,0,0,1.0,310.0,3.2,0,0,1,0,1,14.0,270.3711,0,0
4147,1,1,1,265,1,1120,0,0,3.0,1,2.0,99.0,0.0,3,3.0,,,1,1,0,9.0,0.33,0,6000,0,6000,2250,2104.0,295.0,0.0,29.0,2.0,0,21,2,5,1,28.06,35.82,1,360,,295.0,2,0,0,N,0,0,1.0,104.0,3.6,0,0,1,0,1,18.0,182.1941,0,0
4149,1,1,1,144,0,1120,1,1,5.0,1,1.0,56.0,0.0,,,,,1,0,0,4.0,4.0,0,2166,2666,2166,2666,1302.0,160.0,0.0,40.0,4.0,1,14,2,1,0,28.28,36.8,1,360,,160.0,1,0,0,Y,0,0,2.0,111.0,5.3,0,0,1,0,1,14.0,-8.333333,0,0
4153,1,1,1,45,0,1120,0,1,7.0,1,3.0,21.0,0.0,,,,,1,0,0,3.0,3.0,0,1615,0,1776,0,454.0,51.0,0.0,7.0,1.0,1,1,2,4,0,25.38,25.38,1,360,,50.0,1,0,0,N,0,0,2.0,8.0,2.0,0,1,1,1,1,12.0,261.791,0,0
4154,1,1,1,187,0,1120,0,1,5.0,1,2.0,82.0,0.0,,,,,1,1,2,20.0,2.5,0,5750,1625,6125,1625,2104.0,233.0,23.0,36.0,1.0,1,8,2,3,1,27.16,29.52,1,480,,233.0,2,0,0,N,0,0,4.0,453.0,3.2,0,0,1,1,0,12.0,257.5851,0,0
4155,1,1,1,100,0,1120,1,0,3.0,0,1.0,28.0,0.0,,,,,1,1,0,15.0,15.0,0,2330,4486,2330,4486,847.0,120.0,0.0,80.0,4.0,1,24,1,1,0,12.54,29.31,1,360,,121.0,2,0,0,N,0,0,1.0,599.0,3.2,1,1,0,1,1,16.0,327.0309,0,0
4157,1,1,1,64,0,1120,0,1,7.0,0,3.0,27.0,0.0,,,,,1,0,0,18.0,18.0,0,2107,0,2107,0,668.0,81.0,0.0,95.0,2.0,1,1,2,4,0,29.88,29.88,1,360,,81.0,1,0,0,N,0,0,2.0,315.0,3.1,0,1,1,1,1,12.0,226.5673,0,0
4158,1,1,1,144,0,1120,0,1,5.0,0,1.0,64.0,0.0,,,,,1,0,0,7.0,5.0,0,4000,2275,4000,2275,1242.0,185.0,0.0,56.0,4.0,1,24,2,1,0,22.6,33.78,1,360,,180.0,2,0,0,Y,0,0,1.0,121.0,3.2,0,1,1,0,1,13.0,226.5673,0,0
4159,1,1,1,158,0,1120,1,1,5.0,1,2.0,56.0,0.0,,,,,1,1,0,9.0,2.0,0,3850,808,3850,808,1392.0,175.0,0.0,3.0,4.0,1,22,2,1,0,29.89,36.87,1,360,,175.0,2,0,0,Y,0,0,2.0,8.0,3.6,0,0,1,0,1,23.0,260.9567,0,0
4160,1,1,1,105,0,1120,1,0,7.0,1,3.0,35.0,0.0,,,,,1,0,0,11.0,11.0,0,2875,0,4875,0,1073.0,132.0,0.0,81.0,1.0,1,19,1,4,0,36.67,40.09,1,360,,139.0,2,0,0,N,0,0,2.0,373.0,1.8,1,1,0,0,1,16.0,323.5997,0,0
4162,1,1,1,126,0,1120,0,1,5.0,1,2.0,39.0,0.0,,,,,1,1,1,4.0,4.0,0,3000,263,3000,263,1136.0,142.0,0.0,20.0,3.0,1,15,2,1,0,35.0,35.0,1,360,,145.0,2,0,0,N,0,0,1.0,40.0,3.6,0,1,1,0,0,16.0,214.3887,0,0
4164,1,1,1,108,0,1120,0,0,7.0,1,3.0,41.0,0.0,,,,,1,0,0,10.0,0.5,1,3333,0,3333,0,1036.0,135.0,0.0,80.0,1.0,1,18,2,1,0,30.61,39.05,1,360,,135.0,1,0,0,N,0,0,2.0,148.0,3.2,0,0,1,0,0,15.0,249.0624,0,0
4171,1,1,1,138,0,1120,0,1,5.0,1,2.0,53.0,0.0,,,,,1,0,0,4.0,1.0,0,2440,1744,2440,1744,1250.0,153.0,0.0,23.0,4.0,1,18,2,2,0,27.98,40.02,1,360,,153.0,2,0,0,N,0,0,2.0,189.0,3.1,0,1,1,0,0,16.0,237.8392,0,0
4176,1,1,1,127,0,1120,1,0,7.0,1,3.0,46.0,0.0,,,,,1,1,2,8.0,8.0,0,2800,0,4400,0,989.0,141.0,0.0,18.0,2.0,1,9,2,1,0,31.27,39.53,1,360,,143.0,1,0,0,N,0,0,2.0,46.0,3.6,0,0,1,0,1,14.0,335.4677,0,0
4177,1,1,1,118,0,1120,1,0,7.0,1,3.0,51.0,0.0,,,,,1,1,0,6.0,6.0,0,4301,0,4301,0,1182.0,148.0,0.0,11.0,1.0,1,9,2,1,0,31.82,36.3,1,360,,148.0,1,0,0,N,0,0,2.0,51.0,3.6,0,0,0,1,1,19.0,688.4329,0,0
4178,1,1,1,114,1,1120,0,1,5.0,1,2.0,52.0,0.0,3,3.0,,,1,1,2,10.0,3.5,0,4004,0,4004,344,1056.0,127.0,0.0,15.0,2.0,0,17,2,3,1,32.8,36.7,1,360,,127.0,1,0,0,N,0,0,2.0,33.0,3.6,0,0,1,0,0,10.0,241.6793,0,0
4179,1,1,1,158,0,1120,0,1,7.0,1,3.0,50.0,0.0,,,,,1,0,0,9.0,1.5,0,4206,0,4758,0,1350.0,175.0,0.0,13.0,2.0,1,17,2,1,1,33.11,33.59,1,480,,175.0,1,0,0,Y,0,0,2.0,23.0,3.6,0,0,1,0,0,18.0,247.8925,0,0
4181,1,1,1,102,1,1120,0,1,5.0,1,2.0,44.0,0.0,3,3.0,,,1,0,0,2.0,2.0,0,2233,1451,2333,1451,853.0,113.0,0.0,16.0,2.0,0,4,2,5,0,23.15,24.23,1,480,,113.0,1,0,0,N,0,0,2.0,32.0,10.6,0,0,1,0,0,11.0,241.6793,0,0
4182,1,1,1,98,0,1120,0,1,7.0,0,3.0,52.0,0.0,,,,,1,1,0,10.0,10.0,0,3770,0,4334,0,882.0,109.0,0.0,14.0,2.0,1,9,2,2,0,20.45,24.76,1,360,,109.0,2,0,0,N,0,0,2.0,49.0,3.6,0,1,1,1,1,12.0,261.791,0,0
4184,1,1,1,212,0,1120,0,1,5.0,1,2.0,83.0,0.0,,,,,1,1,4,12.0,5.0,0,5917,87,6562,87,1894.0,235.0,0.0,4.0,1.0,1,17,1,1,0,36.52,39.05,1,480,,235.0,1,0,0,N,0,0,2.0,72.0,1.8,0,0,1,1,0,18.0,258.5807,0,0
4186,1,1,1,500,0,1120,0,1,5.0,1,2.0,120.0,0.0,,,,,1,1,1,10.0,10.0,0,18333,0,18333,0,4746.0,660.0,0.0,178.0,1.0,1,31,1,4,0,24.22,32.22,1,360,,660.0,2,0,0,N,0,0,2.0,226.0,3.1,0,1,1,0,1,16.0,248.1062,0,0
4188,1,1,1,84,0,1120,0,1,7.0,0,3.0,32.0,0.0,,,,,1,0,0,12.0,7.0,0,2666,0,2666,0,831.0,93.0,0.0,17.0,2.0,1,16,2,1,0,31.53,32.17,1,480,,93.0,1,0,0,Y,0,0,2.0,39.0,3.6,0,0,1,1,0,16.0,312.435,0,0
4195,1,1,1,96,0,1120,1,0,3.0,1,2.0,33.0,0.0,,,,,1,0,0,13.0,0.75,0,1300,1461,1953,1461,822.0,120.0,0.0,31.0,4.0,1,14,2,1,0,29.92,42.66,1,360,,123.0,1,0,0,N,0,0,2.0,48.0,3.2,1,1,0,0,1,12.0,383.9245,0,0
4197,1,1,1,120,0,1120,0,1,7.0,0,3.0,49.0,0.0,,,,,1,0,0,6.0,6.0,0,3783,0,4283,0,1166.0,170.0,0.0,91.0,1.0,1,9,2,1,0,28.31,30.94,1,360,,170.0,1,0,0,N,0,0,2.0,112.0,3.2,0,0,1,0,1,16.0,219.1658,0,0
4202,1,1,1,253,0,1120,0,1,5.0,1,2.0,101.0,0.0,,,,,1,1,3,7.0,0.5,0,8416,0,11333,0,2433.0,338.0,0.0,95.0,1.0,1,1,2,4,0,28.91,33.72,1,360,,253.0,1,0,0,N,0,0,1.0,131.0,3.1,0,0,1,1,0,16.0,228.1231,0,0
4208,1,1,1,74,0,1120,0,1,5.0,1,1.0,48.0,0.0,,,,,1,0,0,3.0,1.0,0,2014,1929,2014,1929,687.0,74.0,0.0,26.0,2.0,1,17,1,4,0,19.0,26.0,1,360,,85.0,1,0,0,N,0,0,1.0,44.0,3.6,0,1,1,0,0,18.0,245.5741,0,0
4209,1,1,1,131,0,1120,0,0,3.0,1,2.0,45.0,0.0,,,,,1,1,3,4.0,4.0,0,1668,1395,2968,1395,972.0,145.0,0.0,23.0,2.0,1,20,2,1,0,29.56,35.83,1,480,,145.0,2,0,0,N,0,0,2.0,39.0,3.2,0,0,1,0,1,14.0,219.1658,0,0
4216,1,1,1,60,0,1120,0,1,5.0,1,2.0,29.0,0.0,,,,,1,1,1,8.0,3.5,1,2395,0,2395,0,642.0,160.0,0.0,122.0,1.0,1,17,2,2,0,26.34,35.25,1,360,,155.0,2,0,0,N,0,0,1.0,419.0,3.6,0,1,1,0,0,16.0,245.8729,0,0
4217,1,1,1,180,0,1120,0,1,5.0,1,2.0,143.0,0.0,,,,,1,0,0,4.0,4.0,1,9583,2333,9583,2333,1800.0,240.0,0.0,223.0,4.0,1,31,1,2,0,15.1,28.31,1,360,,250.0,2,0,0,Y,0,0,2.0,741.0,3.6,0,1,1,0,1,14.0,276.1918,0,0
4220,1,1,1,96,0,1120,0,1,5.0,1,2.0,41.0,0.0,,,,,1,1,1,3.5,3.5,0,1625,1803,1625,1803,1009.0,120.0,0.0,20.0,2.0,1,23,2,2,0,29.62,32.07,1,360,,120.0,2,0,0,Y,0,0,2.0,48.0,4.3,0,1,1,0,0,16.0,214.3887,0,0
4221,1,1,1,140,1,1120,0,1,5.0,1,2.0,45.0,0.0,1,1.0,,,1,1,2,3.0,2.0,0,2515,1040,3840,1040,1405.0,160.0,0.0,28.0,1.0,1,19,2,2,0,34.39,43.15,1,480,,162.0,1,0,0,N,0,1,2.0,33.0,2.0,0,0,1,0,1,16.0,230.5403,0,0
4223,1,1,1,99,1,1120,0,0,3.0,1,2.0,62.0,0.0,9,9.0,,,1,0,0,30.0,10.0,0,1717,1808,2517,2608,889.0,110.0,0.0,2.0,1.0,1,8,2,1,0,25.22,32.07,1,480,,110.0,1,0,0,N,0,1,1.0,-5.0,5.3,0,1,1,1,0,12.0,225.9875,0,0
4225,1,1,1,113,0,1120,0,1,7.0,0,3.0,44.0,0.0,,,,,1,0,0,9.5,9.5,0,3683,0,3683,0,1097.0,165.0,0.0,34.0,1.0,1,15,1,1,0,30.99,31.96,1,480,,165.0,1,0,0,N,0,0,1.0,199.0,3.9,0,0,1,0,1,17.0,219.1658,0,0
4227,1,1,1,180,1,1120,0,1,7.0,1,3.0,74.0,0.0,3,3.0,,,1,1,1,7.0,1.0,0,6166,0,6166,0,2056.0,200.0,0.0,24.0,1.0,0,17,3,2,1,26.58,39.96,1,360,,200.0,2,0,0,N,0,0,1.0,248.0,3.6,0,1,1,0,0,16.0,245.5741,0,0
4229,1,1,1,115,0,1120,0,1,5.0,1,2.0,73.0,3.0,,,,,1,1,0,5.0,0.75,0,2600,3500,2600,3500,1070.0,128.0,0.0,23.0,3.0,1,18,2,1,0,20.18,32.11,2,999999,,128.0,2,0,0,Y,0,0,2.0,52.0,3.6,0,1,1,0,0,15.0,214.3887,0,0
4230,1,1,2,113,0,1120,1,1,5.0,0,2.0,52.0,0.0,,,,,1,0,0,999999.4,999999.4,0,0,3683,645,3683,1011.0,159.0,0.0,72.0,4.0,1,22,1,4,0,23.35,38.4,1,480,,150.0,1,0,0,N,0,0,1.0,267.0,3.6,0,1,1,1,1,16.0,476.922,1,0
4232,1,1,1,83,1,1120,0,1,7.0,1,3.0,120.0,0.0,4,4.0,,,1,0,0,21.0,11.0,1,11000,0,11000,0,1097.0,110.0,0.0,145.0,1.0,1,22,2,1,0,8.0,19.0,1,360,,110.0,1,0,0,N,0,0,1.0,136.0,1.8,0,0,1,1,0,22.0,264.5699,0,0
