,seq,s3,s4,s5,s6,s7,s9,s11,s13,s14,s15,s16,s17,s18,s19a,s19b,s19c,s19d,s20,s23a,s24a,s25a,s26a,s27a,s30a,s30c,s31a,s31c,s32,s33,s34,s35,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,netw,uria,rtdum,bd,mi,old,vr,school,chval,dnotown,dprop
1701,3246,1,1,1,122,1,1120,0,5,3.0,2,1.0,75.0,9.0,,,,,1.0,M,0,3.0,3.0,0,3666.0,2333.0,3666.0,2541.0,1230.0,151.0,0.0,38.0,1.0,1,11.0,2,1,0,20.0,27.0,2,360.0,,165.0,2,0,0,N,0,0,1.0,52.0,3.2,0,0,1,0,1,16.0,198.2371,0,0
1702,3247,1,1,1,138,1,1120,0,5,5.0,1,2.0,54.0,9.0,,,,,1.0,M,0,0.0,0.0,0,1986.0,2500.0,1986.0,2500.0,1226.0,172.0,0.0,109.0,1.0,1,4.0,2,1,0,27.0,39.0,1,360.0,,180.0,2,0,0,N,0,0,1.0,124.0,3.2,0,0,1,1,0,18.0,195.5578,0,0
1703,3249,1,1,1,86,1,1120,1,3,3.0,2,2.0,32.0,9.0,,,,,1.0,U,0,2.0,3.0,0,1452.0,991.0,1452.0,1196.0,842.0,90.0,0.0,20.0,2.0,1,5.0,2,1,0,32.0,42.0,2,360.0,MHFA,98.0,1,1,0,N,0,0,1.0,25.0,1.8,1,1,0,0,1,14.0,607.82,0,0
1704,3250,1,1,1,92,1,1120,1,5,8.0,1,4.0,60.0,9.0,,,,,1.0,U,0,2.0,2.0,0,5000.0,0.0,5000.0,0.0,1034.0,114.0,0.0,31.0,1.0,1,4.0,2,1,0,20.0,31.0,2,360.0,,114.0,1,0,0,N,0,0,2.0,10.0,3.2,0,1,0,0,0,19.0,253.8791,0,0
1705,3251,1,1,1,86,1,1120,1,3,8.0,2,4.0,30.0,9.0,,,,,1.0,U,0,16.0,16.0,0,1751.0,0.0,2487.0,0.0,842.0,89.0,0.0,6.0,1.0,1,6.0,2,1,0,26.0,35.0,2,360.0,MHFA,98.0,1,1,0,Y,0,0,1.0,9.0,3.2,1,1,0,1,1,6.0,607.82,0,0
1706,3252,1,1,1,72,1,1120,1,3,3.0,2,1.0,27.0,9.0,,,,,1.0,M,3,8.0,8.0,0,971.0,0.0,1261.0,968.0,736.0,76.0,0.0,4.0,1.0,1,2.0,2,4,0,27.0,29.0,2,360.0,MHFA,96.0,1,1,0,N,0,0,1.0,13.0,3.2,1,1,0,1,1,11.0,607.82,0,0
1707,3253,1,1,1,200,1,1120,0,5,5.0,1,2.0,90.0,9.0,,,,,1.0,M,2,10.0,10.0,0,4583.0,2916.0,4583.0,2916.0,2142.0,300.0,0.0,122.0,1.0,1,9.0,2,1,0,29.0,29.0,2,360.0,,330.0,1,0,0,N,0,0,1.0,213.0,3.1,0,1,1,0,0,16.0,220.1494,0,0
1708,3255,1,1,1,188,1,1120,0,5,5.0,1,2.0,108.0,5.0,,,,,1.0,M,0,10.0,1.0,0,4666.0,4322.0,4666.0,4322.0,1970.0,251.0,0.0,97.0,1.0,1,17.0,2,2,0,25.0,28.0,2,360.0,,252.0,2,0,0,N,0,0,1.0,199.0,3.9,0,0,1,0,0,18.0,258.5807,0,0
1709,3256,1,1,1,96,1,1120,0,5,5.0,1,2.0,42.0,9.0,,,,,1.0,M,2,7.0,7.0,0,2344.0,0.0,3476.0,0.0,848.0,119.0,0.0,31.0,1.0,1,8.0,2,1,0,25.0,33.0,2,360.0,MHFA,121.0,1,1,0,Y,0,0,1.0,47.0,5.3,0,0,0,1,1,14.0,224.8014,0,0
1710,3258,1,1,1,112,1,1120,0,5,5.0,1,2.0,42.0,9.0,,,,,1.0,U,0,4.0,4.0,0,1760.0,1409.0,2046.0,1409.0,1022.0,117.0,0.0,14.0,2.0,1,19.0,2,1,0,30.0,43.0,2,360.0,MHFA,118.0,2,1,0,N,0,0,1.0,58.0,2.0,0,1,1,0,0,12.0,237.5993,0,0
1711,3259,1,1,1,114,1,1120,0,5,5.0,1,2.0,42.0,9.0,,,,,1.0,M,2,6.0,0.0,0,1300.0,2170.0,1300.0,2170.0,1015.0,126.0,0.0,22.0,1.0,1,8.0,2,1,0,29.0,31.0,2,360.0,MHFA,127.0,2,1,0,N,0,0,1.0,35.0,3.2,0,0,1,0,0,14.0,216.4179,0,0
1712,3260,1,1,1,100,1,1120,1,5,8.0,2,4.0,58.0,9.0,,,,,1.0,U,0,27.0,25.0,0,4802.0,0.0,4802.0,0.0,1170.0,180.0,0.0,106.0,1.0,1,10.0,1,6,0,26.0,26.0,2,360.0,,180.0,1,0,0,N,0,0,1.0,120.0,3.2,0,0,1,1,1,18.0,196.2969,0,0
1713,3261,1,1,1,57,1,1120,0,3,5.0,1,1.0,29.0,9.0,,,,,1.0,M,0,5.0,5.0,0,2336.0,0.0,2336.0,0.0,704.0,60.0,0.0,15.0,1.0,1,5.0,2,2,0,23.0,34.0,2,360.0,MHFA,120.0,1,1,0,N,0,0,1.0,16.0,3.2,1,1,0,1,1,15.0,656.1212,0,0
1714,3262,1,1,1,425,1,1120,0,5,5.0,1,2.0,420.0,5.0,,,,,1.0,M,2,11.0,11.0,0,35000.0,0.0,35000.0,0.0,3420.0,755.0,0.0,113.0,2.0,1,33.0,1,5,0,12.0,49.0,1,360.0,,767.0,2,0,0,N,0,0,1.0,709.0,1.8,0,1,1,0,0,18.0,200.2841,0,0
1715,3263,1,1,1,110,1,1120,0,5,8.0,1,4.0,101.0,1.0,,,,,1.0,U,0,17.0,0.0,0,8334.0,0.0,8334.0,0.0,1315.0,170.0,0.0,174.0,1.0,1,13.0,2,5,0,15.0,30.0,1,360.0,,171.0,1,0,0,N,0,0,1.0,220.0,3.2,0,0,1,1,0,16.0,222.3043,0,0
1716,3265,1,1,1,100,1,1120,0,5,8.0,2,4.0,46.0,9.0,,,,,1.0,U,0,25.0,25.0,0,300.0,0.0,3794.0,0.0,1166.0,152.0,0.0,228.0,1.0,1,6.0,2,1,0,33.0,33.0,2,360.0,,155.0,1,0,0,N,0,0,2.0,688.0,4.3,0,0,1,1,1,14.0,245.4581,0,0
1717,3266,1,1,1,55,1,1120,0,5,8.0,1,4.0,30.0,3.0,,,,,1.0,U,0,9.0,1.0,0,2500.0,0.0,2500.0,0.0,788.0,95.0,0.0,6.0,1.0,1,2.0,2,4,0,31.0,31.0,2,360.0,,95.0,1,0,0,N,0,0,1.0,10.0,3.6,0,0,1,0,0,17.0,213.4607,0,0
1718,3267,1,1,1,57,1,1120,0,3,8.0,2,4.0,38.0,9.0,,,,,1.0,U,1,5.0,3.0,0,2302.0,0.0,3144.0,0.0,650.0,60.0,0.0,8.0,2.0,1,10.0,2,1,0,28.0,45.0,2,360.0,MHFA,130.0,1,1,0,N,0,0,1.0,3.0,3.2,1,1,0,0,1,16.0,656.1212,0,0
1719,3268,1,1,1,76,1,1120,1,3,3.0,1,2.0,40.0,9.0,,,,,1.0,M,2,2.0,2.0,0,1075.0,988.0,1579.0,1720.0,766.0,79.0,0.0,14.0,1.0,1,0.0,2,4,0,23.0,23.0,2,360.0,MHFA,96.0,1,1,0,N,0,0,1.0,24.0,3.2,1,1,0,1,1,7.0,607.82,0,0
1720,3269,1,1,1,34,1,1120,0,5,5.0,1,2.0,100.0,1.0,,,,,1.0,M,1,17.0,17.0,1,8333.0,0.0,8333.0,0.0,469.0,43.0,0.0,36.0,1.0,1,6.0,2,1,0,6.0,11.0,1,360.0,,155.0,2,0,0,N,0,0,2.0,187.0,8.9,0,1,1,1,1,12.0,235.7884,0,0
1721,3270,1,1,1,87,1,1120,0,5,5.0,2,2.0,54.0,3.0,,,,,1.0,U,0,7.0,4.0,0,1833.0,0.0,3249.0,1186.0,1181.0,123.0,0.0,204.0,2.0,1,15.0,2,1,0,28.0,37.0,2,180.0,,123.0,1,0,0,N,0,0,2.0,289.0,4.3,0,0,1,0,0,16.0,296.009,0,0
1722,3271,1,1,1,104,1,1120,0,5,8.0,2,4.0,67.0,1.0,,,,,1.0,U,1,14.0,8.0,1,5555.0,0.0,5555.0,0.0,993.0,130.0,0.0,108.0,1.0,1,16.0,2,5,0,19.0,24.0,1,360.0,,132.0,1,0,0,N,0,0,2.0,634.0,1.8,0,0,1,1,0,14.0,226.4532,0,0
1723,3272,1,1,1,175,1,1120,0,5,5.0,1,2.0,180.0,3.0,,,,,1.0,M,1,35.0,18.0,0,12500.0,0.0,15000.0,0.0,1831.0,358.0,0.0,170.0,1.0,1,23.0,2,1,0,13.0,19.0,2,360.0,,362.0,2,0,0,N,0,0,1.0,447.0,4.3,0,0,1,1,1,16.0,225.5005,0,0
1724,3275,1,1,1,106,1,1120,0,5,5.0,1,1.0,148.0,3.0,,,,,1.0,U,2,7.0,9.0,0,3337.0,8500.0,3777.0,8500.0,1098.0,133.0,0.0,28.0,2.0,1,25.0,1,1,0,15.0,26.0,2,360.0,,133.0,2,0,0,N,0,0,1.0,252.0,3.2,1,1,0,0,1,17.0,224.3344,0,0
1725,3276,1,1,1,600,1,1120,0,5,5.0,1,2.0,252.0,5.0,,,,,1.0,M,0,23.0,1.0,0,15879.0,5083.0,15879.0,5083.0,5488.0,1100.0,0.0,999.0,1.0,1,34.0,1,2,0,32.0,33.0,2,360.0,,1100.0,2,0,0,N,0,0,1.0,1547.0,1.8,0,0,1,1,1,18.0,218.7075,0,0
1726,3277,1,1,1,275,1,1120,0,5,5.0,1,2.0,200.0,5.0,,,,,1.0,M,2,26.0,0.0,0,12500.0,0.0,16666.0,0.0,2413.0,725.0,0.0,362.0,1.0,1,17.0,1,1,0,19.0,27.0,2,360.0,,725.0,2,0,0,N,0,0,1.0,1226.0,3.1,0,0,1,1,1,17.0,218.7075,0,0
1727,3278,1,1,1,160,1,1120,0,5,5.0,1,2.0,74.0,1.0,,,,,1.0,M,0,20.0,10.0,1,2083.0,4083.0,2083.0,4083.0,1709.0,265.0,0.0,120.0,1.0,1,13.0,1,1,0,28.0,28.0,2,360.0,,272.0,2,0,0,Y,0,0,1.0,222.0,3.2,0,0,1,1,0,17.0,278.0483,0,0
1728,3279,1,1,1,99,1,1120,0,5,5.0,1,2.0,63.0,1.0,,,,,1.0,M,0,16.0,11.0,0,3925.0,0.0,3925.0,1271.0,1022.0,141.0,0.0,149.0,1.0,1,14.0,2,2,0,18.0,37.0,2,360.0,,141.0,2,0,0,N,0,0,2.0,356.0,3.2,0,0,1,0,0,12.0,216.4179,0,0
1729,3280,1,1,1,350,1,1120,0,5,5.0,1,2.0,321.0,5.0,,,,,1.0,M,1,16.0,12.0,1,25000.0,1667.0,25000.0,1667.0,4231.0,750.0,0.0,870.0,1.0,1,30.0,1,6,0,18.0,28.0,3,360.0,,750.0,1,0,0,N,0,0,1.0,2295.0,3.2,0,0,0,1,1,26.0,272.0225,0,0
1730,3281,1,1,1,91,1,1120,0,5,8.0,2,4.0,38.0,9.0,,,,,1.0,U,0,10.0,2.0,0,3120.0,0.0,3120.0,0.0,903.0,113.0,0.0,35.0,1.0,1,10.0,2,1,0,29.0,42.0,2,360.0,MHFA,123.0,1,1,0,N,0,0,1.0,41.0,3.2,0,1,1,1,1,16.0,235.7884,0,0
1731,3282,1,1,1,490,1,1120,0,5,5.0,1,2.0,223.0,5.0,,,,,1.0,M,0,7.0,6.0,0,17368.0,1179.0,17368.0,1179.0,4864.0,613.0,0.0,134.0,2.0,1,21.0,1,1,0,28.0,39.0,2,360.0,,621.0,2,0,0,N,0,0,1.0,534.0,3.2,0,0,1,0,0,20.0,257.0874,0,0
1732,3284,1,1,2,114,1,1120,1,5,5.0,1,2.0,98.0,3.0,,,,,1.0,M,1,20.0,6.0,0,5438.0,2656.0,5438.0,2656.0,1378.0,170.0,0.0,36.0,1.0,1,13.0,1,1,0,20.0,26.0,2,360.0,,163.0,1,0,0,N,0,0,1.0,514.0,10.6,0,0,1,1,0,15.0,271.4428,1,0
1733,3285,1,1,1,436,1,1120,0,5,5.0,1,2.0,175.0,5.0,,,,,1.0,M,0,10.0,1.0,0,14583.0,0.0,14583.0,0.0,4562.0,545.0,0.0,113.0,1.0,1,19.0,1,1,0,32.0,33.0,2,360.0,,583.0,2,0,0,N,0,0,1.0,346.0,3.2,0,0,1,1,1,20.0,232.164,0,0
1734,3286,1,1,1,148,1,1120,0,5,5.0,1,2.0,73.0,1.0,,,,,1.0,M,1,20.0,8.0,0,4241.0,1833.0,4241.0,1833.0,1302.0,164.0,0.0,60.0,1.0,1,8.0,2,2,1,22.0,36.0,1,360.0,,165.0,2,1,0,N,0,0,1.0,106.0,3.2,0,0,1,1,0,16.0,271.3592,0,0
1735,3289,1,1,1,105,1,1120,0,5,8.0,1,4.0,37.0,1.0,,,,,1.0,U,0,8.0,1.0,0,3004.0,0.0,3004.0,0.0,930.0,135.0,0.0,47.0,2.0,1,6.0,2,1,0,31.0,33.0,1,360.0,,135.0,2,0,0,N,0,0,2.0,71.0,3.2,0,0,1,0,0,18.0,215.6156,0,0
1736,3290,1,1,1,480,1,1120,0,5,5.0,1,2.0,182.0,5.0,,,,,1.0,M,2,17.0,3.0,1,7948.0,7166.0,7948.0,7166.0,4332.0,640.0,0.0,73.0,1.0,1,14.0,2,1,0,27.0,47.0,1,360.0,,650.0,2,0,0,N,0,0,2.0,266.0,3.2,0,0,1,1,0,19.0,268.4026,0,0
1737,3291,1,1,1,352,1,1120,0,5,8.0,2,4.0,122.0,5.0,,,,,1.0,U,0,11.0,11.0,1,10141.0,0.0,10141.0,0.0,3765.0,440.0,0.0,89.0,1.0,1,18.0,1,1,0,38.0,57.0,2,360.0,,450.0,2,0,0,N,0,0,2.0,688.0,3.2,0,1,1,1,0,19.0,258.6242,0,0
1738,3292,1,1,1,122,1,1120,0,5,5.0,1,2.0,999999.4,5.0,,,,,1.0,U,0,6.0,6.0,0,2166.0,1548.0,2166.0,2057.0,1264.0,153.0,0.0,29.0,2.0,1,13.0,2,5,0,29.0,36.0,2,360.0,,167.0,2,0,0,Y,0,0,2.0,43.0,4.3,0,1,1,0,0,14.0,221.9834,0,0
1739,3294,1,1,1,76,1,1120,1,3,8.0,2,4.0,26.0,9.0,,,,,1.0,U,2,4.0,16.0,0,2119.0,0.0,2119.0,0.0,763.0,79.0,0.0,7.0,1.0,1,5.0,2,6,0,31.0,35.0,2,360.0,MHFA,105.0,1,1,0,N,0,0,1.0,10.0,3.2,1,1,0,0,1,12.0,599.049,0,0
1740,3295,1,1,1,188,1,1120,0,5,5.0,1,2.0,116.0,5.0,,,,,1.0,U,0,33.0,33.0,1,7500.0,2166.0,7500.0,2166.0,1503.0,304.0,0.0,195.0,3.0,1,22.0,2,1,0,18.0,20.0,1,360.0,,294.0,1,0,0,N,0,0,1.0,639.0,1.8,0,1,1,1,0,14.0,193.3211,0,0
1741,3296,1,1,1,500,1,1120,0,5,5.0,1,2.0,641.0,5.0,,,,,1.0,M,1,15.0,15.0,1,46667.0,6667.0,46667.0,6667.0,5191.0,825.0,0.0,1687.0,2.0,1,13.0,1,1,0,10.0,11.0,2,360.0,,825.0,2,0,0,N,0,0,1.0,2283.0,3.2,0,0,1,1,1,19.0,218.7075,0,0
1742,3297,1,1,1,248,1,1120,0,5,5.0,1,2.0,117.0,5.0,,,,,1.0,M,1,11.0,11.0,0,6812.0,2917.0,6812.0,2917.0,2435.0,280.0,0.0,74.0,1.0,1,39.0,2,5,0,25.0,37.0,2,360.0,,280.0,2,1,0,Y,0,0,2.0,119.0,3.1,0,1,1,1,1,18.0,421.117,0,0
1743,3298,1,1,1,48,1,1120,0,5,8.0,1,4.0,59.0,5.0,,,,,1.0,U,0,40.0,16.0,0,4885.0,0.0,4885.0,0.0,564.0,60.0,0.0,99.0,1.0,1,10.0,2,1,0,11.0,16.0,2,360.0,,66.0,1,0,0,N,0,0,1.0,189.0,10.6,0,1,1,1,1,12.0,314.5037,0,0
1744,3299,1,1,1,57,1,1120,0,3,8.0,2,4.0,28.0,9.0,,,,,1.0,U,2,8.0,3.0,0,1777.0,0.0,2293.0,0.0,523.0,60.0,0.0,8.0,2.0,1,5.0,2,1,0,24.0,30.0,2,360.0,MHFA,120.0,1,1,0,N,0,0,1.0,26.0,3.9,1,1,0,1,1,12.0,656.1212,0,0
1745,3301,1,1,1,91,1,1120,0,5,5.0,1,2.0,51.0,1.0,,,,,1.0,M,1,15.0,11.0,1,2000.0,1004.0,3200.0,1004.0,1080.0,130.0,0.0,52.0,2.0,1,17.0,2,1,0,26.0,35.0,2,360.0,,130.0,1,0,0,N,0,0,1.0,531.0,3.6,0,0,1,0,1,12.0,193.6863,0,0
1746,3302,1,1,1,78,1,1120,1,3,8.0,2,4.0,25.0,9.0,,,,,1.0,U,0,2.0,2.0,0,2083.0,0.0,2083.0,0.0,782.0,82.0,0.0,4.0,1.0,1,3.0,2,6,0,29.0,32.0,2,360.0,MHFA,105.0,1,1,0,N,0,0,1.0,9.0,3.2,1,1,0,0,1,16.0,599.049,0,0
1747,3303,1,1,1,188,1,1120,0,5,8.0,1,4.0,91.0,3.0,,,,,1.0,M,0,30.0,4.0,0,7583.0,0.0,7583.0,0.0,2027.0,253.0,0.0,340.0,1.0,1,13.0,2,5,0,27.0,33.0,2,360.0,,254.0,1,0,0,N,0,0,2.0,680.0,3.2,0,1,1,1,1,20.0,233.188,0,0
1748,3304,1,1,1,135,1,1120,0,5,8.0,1,4.0,157.0,1.0,,,,,1.0,M,0,37.0,37.0,0,8333.0,0.0,13083.0,0.0,1154.0,192.0,0.0,339.0,1.0,1,7.0,2,2,0,10.0,13.0,1,360.0,,192.0,2,0,0,N,0,0,2.0,875.0,1.8,0,0,1,1,1,12.0,186.4138,0,0
1749,3305,1,1,1,146,1,1120,0,3,4.0,1,2.0,999999.4,5.0,,,,,2.0,M,2,3.0,3.0,0,1507.0,1404.0,1507.0,1980.0,1471.0,165.0,0.0,28.0,1.0,1,11.0,2,6,0,19.0,31.0,2,360.0,,165.0,2,1,0,Y,0,0,1.0,37.0,1.8,0,0,1,0,1,16.0,227.6496,0,0
1750,3307,1,1,1,145,1,1120,0,5,5.0,1,2.0,77.0,3.0,,,,,1.0,M,0,4.0,1.0,0,2417.0,3665.0,2719.0,3665.0,1519.0,170.0,0.0,35.0,1.0,1,13.0,2,1,0,24.0,27.0,2,360.0,,172.0,2,1,0,Y,0,0,1.0,54.0,1.8,0,1,1,0,0,16.0,178.3366,0,0
1751,3308,1,1,1,212,1,1120,0,5,5.0,2,2.0,87.0,5.0,,,,,1.0,U,0,8.0,5.0,1,3333.0,3916.0,3333.0,3916.0,2139.0,265.0,0.0,49.0,2.0,1,21.0,1,1,0,30.0,56.0,2,360.0,,267.0,2,0,0,N,0,0,1.0,372.0,3.2,0,1,1,0,0,22.0,318.1377,0,0
1752,3309,1,1,1,79,1,1120,1,3,8.0,2,4.0,24.0,9.0,,,,,1.0,U,2,10.0,10.0,0,1981.0,0.0,1981.0,0.0,753.0,83.0,0.0,5.0,2.0,1,5.0,2,1,0,28.0,31.0,2,360.0,MHFA,110.0,2,1,0,Y,0,0,1.0,6.0,3.2,1,1,0,0,1,12.0,852.381,0,0
1753,3311,1,1,1,84,1,1120,0,5,8.0,2,4.0,36.0,1.0,,,,,1.0,U,0,22.0,10.0,0,2917.0,0.0,2917.0,0.0,853.0,120.0,0.0,210.0,1.0,1,9.0,1,1,0,30.0,31.0,2,360.0,,124.0,2,0,0,N,0,0,1.0,315.0,3.2,0,0,1,1,0,16.0,254.0955,0,0
1754,3312,1,1,1,99,1,1120,1,3,3.0,1,2.0,45.0,1.0,,,,,1.0,U,0,10.0,10.0,0,2056.0,1675.0,2056.0,1675.0,1125.0,110.0,0.0,21.0,2.0,1,6.0,2,1,0,30.0,34.0,2,360.0,,110.0,1,1,0,N,0,0,1.0,26.0,1.8,1,1,0,0,1,14.0,327.0309,0,0
1755,3313,1,1,1,78,1,1120,1,3,3.0,1,2.0,29.0,9.0,,,,,1.0,M,2,2.0,1.0,0,1538.0,833.0,1538.0,833.0,747.0,82.0,0.0,9.0,1.0,1,8.0,2,2,1,23.0,28.0,2,360.0,MHFA,109.0,1,1,0,Y,0,0,1.0,21.0,3.2,1,1,0,0,1,13.0,852.381,0,0
1756,3314,1,1,1,104,1,1120,0,5,5.0,2,1.0,48.0,1.0,,,,,1.0,M,0,2.0,2.0,0,2157.0,1788.0,2157.0,1788.0,1161.0,130.0,0.0,47.0,2.0,1,16.0,2,1,0,29.0,37.0,1,360.0,,131.0,1,0,0,Y,0,0,2.0,59.0,3.9,0,1,1,0,0,16.0,237.0038,0,0
1757,3315,1,1,1,63,1,1120,0,3,8.0,2,4.0,27.0,9.0,,,,,1.0,U,2,12.0,1.0,0,1929.0,0.0,2169.0,0.0,651.0,84.0,0.0,12.0,1.0,1,8.0,2,5,0,29.0,31.0,2,360.0,MHFA,172.0,1,0,0,Y,0,0,1.0,18.0,3.2,0,0,1,1,0,14.0,388.2963,0,0
1758,3316,1,1,1,28,1,1120,1,5,8.0,2,4.0,18.0,9.0,,,,,1.0,U,0,20.0,5.0,0,1468.0,0.0,1468.0,0.0,491.0,38.0,0.0,16.0,1.0,1,2.0,2,4,0,32.0,32.0,2,360.0,MHFA,145.0,1,0,0,N,0,0,1.0,21.0,3.2,0,0,0,1,1,8.0,900.002,0,0
1759,3317,1,1,1,95,1,1120,0,5,8.0,1,4.0,34.0,9.0,,,,,1.0,U,0,3.0,3.0,0,2383.0,0.0,2815.0,0.0,867.0,105.0,0.0,6.0,1.0,1,2.0,2,4,0,26.0,33.0,2,360.0,MHFA,110.0,2,1,0,Y,0,0,2.0,26.0,4.3,0,1,0,0,1,12.0,233.8482,0,0
1760,3318,1,1,2,103,1,1120,1,5,5.0,1,2.0,168.0,3.0,,,,,1.0,M,4,31.0,20.0,0,6500.0,7435.0,6500.0,7435.0,1201.0,128.0,0.0,1450.0,1.0,1,15.0,2,1,0,2.0,25.0,2,360.0,,128.0,1,0,0,N,0,0,1.0,1666.0,3.1,0,0,1,1,1,16.0,270.3711,1,0
1761,3320,1,1,1,351,1,1120,0,5,5.0,1,2.0,130.0,5.0,,,,,1.0,M,0,11.0,0.0,0,10833.0,0.0,10833.0,0.0,3505.0,439.0,0.0,50.0,1.0,1,14.0,2,1,0,26.0,47.0,2,360.0,,440.0,2,0,0,N,0,0,1.0,74.0,3.2,0,0,1,1,0,20.0,272.1588,0,0
1762,3322,1,1,1,101,1,1120,0,5,5.0,1,2.0,999999.4,5.0,,,,,1.0,M,0,1.0,0.0,0,6250.0,2417.0,6250.0,2417.0,1215.0,112.0,0.0,12.0,2.0,1,33.0,2,1,0,14.0,26.0,2,360.0,,114.0,1,1,0,N,0,0,2.0,3.0,3.2,0,0,1,0,0,18.0,260.0694,0,0
1763,3323,1,1,1,268,1,1120,0,5,5.0,1,2.0,113.0,9.0,,,,,1.0,M,3,14.0,5.0,0,8334.0,0.0,9334.0,0.0,2978.0,335.0,0.0,137.0,1.0,1,3.0,2,1,0,31.0,32.0,1,360.0,,337.0,2,0,0,N,0,0,1.0,265.0,1.8,0,0,1,0,0,16.0,233.3703,0,0
1764,3324,1,1,1,122,1,1120,1,5,8.0,2,4.0,44.0,9.0,,,,,1.0,U,0,8.0,3.0,0,3633.0,0.0,3633.0,0.0,1150.0,135.0,0.0,30.0,1.0,1,10.0,2,1,0,32.0,39.0,1,360.0,,137.0,2,1,0,Y,0,0,2.0,58.0,3.2,0,0,0,0,1,18.0,341.0539,0,0
1765,3325,1,1,1,91,1,1120,1,3,8.0,2,4.0,31.0,9.0,,,,,1.0,U,0,3.0,3.0,0,1858.0,0.0,2550.0,0.0,883.0,95.0,0.0,10.0,1.0,1,5.0,2,1,0,28.0,32.0,2,360.0,MHFA,97.0,1,1,0,Y,0,0,1.0,15.0,1.8,1,1,0,0,1,16.0,599.049,0,0
1766,3326,1,1,1,200,1,1120,0,5,5.0,1,2.0,201.0,7.0,,,,,1.0,M,2,24.0,1.0,0,16667.0,0.0,16667.0,0.0,2400.0,645.0,0.0,324.0,1.0,1,8.0,1,5,0,18.0,25.0,2,360.0,,645.0,2,0,0,N,0,0,1.0,1441.0,1.8,0,0,1,1,0,16.0,233.3703,0,0
1767,3327,1,1,1,50,1,1120,0,5,5.0,1,2.0,999999.4,5.0,,,,,1.0,M,1,24.0,1.0,0,5200.0,1940.0,5200.0,1940.0,648.0,175.0,0.0,201.0,1.0,1,16.0,2,1,0,9.0,11.0,2,360.0,,178.0,1,0,0,N,0,0,1.0,389.0,1.8,0,1,1,1,0,18.0,264.7306,0,0
1768,3328,1,1,1,171,1,1120,0,5,8.0,1,4.0,86.0,3.0,,,,,1.0,U,0,6.0,1.0,0,3334.0,0.0,7091.0,0.0,1756.0,213.0,0.0,55.0,1.0,1,8.0,2,1,0,25.0,27.0,2,360.0,,214.0,1,0,0,Y,0,0,1.0,65.0,3.2,0,0,1,0,0,20.0,320.4241,0,0
1769,3329,1,1,1,93,1,1120,0,5,5.0,2,2.0,50.0,1.0,,,,,1.0,U,0,1.0,1.0,0,2458.0,479.0,2458.0,2088.0,1040.0,28.0,0.0,247.0,1.0,1,8.0,2,1,0,30.0,31.0,2,84.0,,130.0,1,0,0,N,0,0,2.0,612.0,3.2,0,1,1,0,0,16.0,209.9989,0,0
1770,3333,1,1,1,134,1,1120,0,5,5.0,1,2.0,57.0,1.0,,,,,1.0,U,0,5.0,4.0,0,2773.0,1907.0,2773.0,1907.0,1361.0,154.0,0.0,32.0,2.0,1,12.0,2,1,0,31.0,36.0,2,360.0,,154.0,2,1,0,N,0,0,1.0,65.0,10.6,0,1,0,0,1,14.0,999999.4,0,0
1771,3334,1,1,2,95,1,1120,1,5,5.0,1,2.0,82.0,1.0,,,,,1.0,M,0,23.0,1.0,0,5833.0,920.0,5833.0,920.0,1031.0,125.0,0.0,103.0,2.0,1,16.0,2,3,0,8.0,24.0,2,360.0,,150.0,1,0,0,N,0,0,1.0,398.0,3.1,0,0,1,1,1,19.0,229.7082,1,0
1772,3336,1,1,1,140,1,1120,1,5,8.0,2,4.0,54.0,1.0,,,,,1.0,U,0,14.0,5.0,0,4489.0,0.0,4489.0,0.0,1663.0,175.0,0.0,47.0,1.0,1,9.0,2,2,0,33.0,36.0,2,360.0,,180.0,1,0,0,Y,0,0,1.0,88.0,3.2,0,1,1,1,1,19.0,344.8421,0,0
1773,3337,1,1,1,278,1,1120,0,5,5.0,1,2.0,115.0,5.0,,,,,1.0,M,3,13.0,7.0,0,8333.0,0.0,9583.0,0.0,3125.0,370.0,0.0,141.0,1.0,1,9.0,1,1,0,30.0,39.0,2,360.0,,370.0,2,0,0,N,0,0,1.0,554.0,3.1,0,0,1,1,0,19.0,230.3032,0,0
1774,3338,1,1,1,104,1,1120,0,5,5.0,1,2.0,51.0,1.0,,,,,1.0,U,0,5.0,1.0,0,2066.0,2108.0,2066.0,2108.0,1024.0,112.0,0.0,20.0,2.0,1,20.0,2,2,0,25.0,35.0,2,84.0,,115.0,2,0,0,Y,0,0,1.0,22.0,3.9,0,0,1,0,0,13.0,383.8923,0,0
1775,3339,1,1,1,72,1,1120,1,3,8.0,2,4.0,26.0,9.0,,,,,1.0,S,3,8.0,8.0,0,1412.0,0.0,2149.0,0.0,642.0,75.0,0.0,7.0,1.0,1,1.0,2,1,0,30.0,33.0,2,360.0,MHFA,110.0,1,1,0,Y,0,0,1.0,3.0,3.2,1,1,0,1,1,12.0,852.381,0,0
