price,year,age,beds,baths,home_size,parcel_size,pool,dist_cbd,dist_lakes,x_coord,y_coord
130934,2003,22,3,2.0,1576,6333,0,15073.67,3590.91,516047.8,1485333
103514,2001,15,3,2.0,1566,10575,0,11272.25,555.53,499478.7,1541982
110537,2002,12,3,2.5,1445,4536,0,17680.34,1697.88,592857.0,1530301
69982,2003,33,3,1.0,1279,9132,0,8090.77,1748.27,508602.6,1535206
274700,2004,4,5,3.5,3964,10580,1,14823.36,64.38,486951.9,1539692
215273,2004,0,4,2.5,2859,5781,0,14037.84,5505.54,577011.8,1512555
106139,2000,0,3,2.0,1457,6314,0,16739.16,508.99,497396.9,1571302
176731,2003,0,4,2.0,2145,11982,0,21451.99,5712.74,536061.2,1460704
85865,2003,43,3,2.0,1473,8319,0,9545.13,240.2,508070.7,1547375
141007,2002,0,3,2.0,1960,4400,0,23416.59,505.16,458813.6,1519867
250036,2005,2,3,5.0,2685,7040,0,21224.2,329.89,604472.1,1532814
158817,2003,0,3,2.0,1471,3520,0,22077.72,316.0,467205.4,1505093
209734,2001,2,3,2.0,1651,2178,0,10596.96,54.0,529926.6,1565527
149469,2004,0,3,2.0,1630,6000,0,12966.84,658.99,498941.7,1553963
59271,2002,45,3,1.5,1299,8399,0,5406.16,359.32,527850.8,1514788
81914,2002,18,2,1.0,1343,45883,0,10429.26,193.82,507518.1,1551720
107069,2002,31,4,1.5,1100,9629,1,9509.46,839.56,532969.4,1499944
217657,2005,16,4,2.0,2436,8791,0,18754.57,6783.67,524964.3,1470343
103268,2003,5,4,2.5,1257,2080,0,19878.31,5587.85,537123.7,1465898
752894,2002,4,3,2.5,2940,14447,1,8762.11,364.33,547620.6,1556857
225452,2004,0,4,3.0,3262,7700,0,21303.88,1452.85,604610.3,1526604
165125,2003,10,2,2.0,1260,20493,0,18964.97,662.48,494405.6,1578420
149321,2001,15,3,2.5,2108,12106,0,12700.7,218.43,500053.9,1508127
205651,2004,3,3,2.5,1996,3360,0,16285.5,230.21,505777.4,1575963
167698,2000,3,4,3.0,2924,5006,0,18826.34,2181.44,596520.9,1527537
123282,2002,22,2,1.0,1096,8264,1,4782.5,599.79,548963.5,1537938
121619,2000,0,3,2.5,2135,6784,1,21598.97,883.85,602032.3,1553673
165982,2003,4,3,2.0,1760,6536,0,22404.21,3545.32,509193.9,1462184
143725,2004,2,3,2.0,1854,6579,0,19716.3,1907.58,470212.9,1534403
81416,2000,20,3,1.5,1325,9994,0,19640.77,1810.7,470623.4,1536736
360925,2002,3,5,3.5,3749,10042,1,18635.52,410.58,495311.8,1484424
324578,2002,2,5,4.0,3160,14417,1,20762.99,1281.87,602855.1,1526980
157826,2004,0,3,2.5,2224,13884,0,21156.77,714.21,465852.8,1539002
131755,2000,0,3,2.0,1687,5496,0,21785.76,757.55,603502.0,1551029
371928,2004,0,4,4.0,3785,14676,0,20135.97,309.19,485540.1,1487085
88180,2001,0,4,2.0,1348,6111,0,7252.26,1383.32,511049.7,1531938
195460,2003,0,3,2.0,1656,8650,1,22395.07,765.3,462058.3,1520824
638352,2003,2,5,4.5,4618,12152,1,13710.19,587.7,494527.4,1511102
83946,2001,42,3,2.0,1529,8401,0,9662.93,2321.98,517156.9,1504770
124084,2005,47,3,1.5,1360,10794,1,6701.63,1472.01,556120.1,1525551
146612,2002,0,4,2.5,2250,5550,0,21471.49,1182.03,601080.2,1555130
160899,2003,13,4,2.0,2086,8625,1,18743.3,6398.81,523723.4,1470595
130088,2001,3,4,2.0,1640,5618,0,15648.06,3582.85,523651.9,1480974
183646,2004,24,5,2.0,1911,10525,1,5956.06,217.97,551814.8,1521411
96592,2002,21,3,2.0,1252,10917,0,10922.19,159.39,518018.7,1562754
305555,2004,0,5,3.0,2957,22347,0,27101.76,2194.2,487487.9,1606398
108603,2002,34,3,2.0,1112,8251,1,8257.66,1656.12,561366.5,1525563
155740,2004,20,3,2.0,2001,13926,0,16254.23,121.91,499370.1,1570946
153677,2003,0,4,2.0,1929,5499,0,21366.67,315.38,604939.6,1532823
73307,2000,24,3,2.0,1118,9957,0,8647.9,802.36,513398.3,1549697
181033,2004,10,3,2.0,2064,8124,1,17084.13,355.34,590687.6,1526156
190386,2003,18,3,2.0,1400,9442,0,8426.38,941.58,551769.4,1552963
140433,2002,8,4,2.0,1613,11687,0,15181.8,241.02,485500.8,1538071
123608,2003,11,3,2.0,1651,5256,0,16685.21,5185.0,530965.2,1476474
188766,2004,0,4,2.0,2122,6683,0,21267.36,1936.11,585289.8,1482866
108666,2002,9,3,2.0,1343,8250,0,11452.1,539.12,498000.2,1538564
113761,2002,26,3,2.0,1666,8803,0,11935.75,161.79,514694.0,1564695
167584,2002,17,4,2.0,1951,11751,0,13916.54,307.95,497240.9,1505162
109632,2002,12,3,2.0,1364,5201,0,17037.12,830.56,498447.6,1573552
66127,2002,20,2,1.5,912,7768,0,11852.62,160.77,499318.0,1546961
176544,2002,0,3,2.0,2122,6490,0,21153.35,3208.24,509402.1,1466500
181946,2004,1,3,2.5,1709,4401,0,23357.04,521.51,459033.7,1519724
162470,2005,3,3,2.0,1264,5400,0,21494.96,1065.67,601330.8,1554659
238598,2005,29,3,2.0,1176,7556,0,1593.95,333.37,530741.6,1534353
165115,2003,0,3,2.0,1580,6898,0,22363.54,536.66,466343.4,1504722
126821,2000,7,4,2.5,2382,11518,0,21487.52,57.37,490887.9,1586250
133903,2005,25,2,2.0,1312,6944,0,16729.12,2552.49,510873.2,1481699
167839,2004,0,3,2.0,1844,7016,0,14079.8,5708.72,576830.8,1511816
143906,2005,50,2,1.5,1629,21721,0,9934.82,480.44,513127.9,1555426
198101,2004,0,4,2.5,2267,5351,0,21055.04,3614.27,543054.6,1462486
414590,2001,6,4,3.0,2891,56325,0,11666.39,49.52,503914.7,1508378
162055,2001,2,3,2.0,1538,5400,1,22455.67,3868.37,510128.1,1461664
183685,2003,5,3,2.0,1982,7462,0,18700.26,1986.13,596044.9,1526602
265109,2004,19,3,2.0,2820,20870,0,12550.84,95.8,572356.9,1548096
147270,2001,9,3,2.0,1796,8608,1,21722.75,4329.5,540621.2,1460040
143898,2004,19,3,2.0,1339,14001,0,11215.61,558.23,498157.8,1528000
264201,2003,3,5,3.0,2859,16992,1,25366.33,1109.65,488565.3,1600305
79851,2001,22,2,1.5,972,10761,0,10801.24,2499.13,565901.7,1514022
121811,2002,11,3,2.0,1287,5763,1,12214.57,1252.74,574358.1,1537810
131330,2002,37,2,1.0,948,6880,1,3218.79,335.04,540028.4,1521898
84699,2004,47,3,1.5,1631,7348,0,5259.33,335.1,527933.3,1515277
119698,2001,17,3,2.0,1885,10891,0,11833.54,3034.4,573657.0,1529964
97826,2001,11,3,2.0,1196,6571,0,10360.33,630.59,500867.2,1529788
134702,2003,0,3,2.0,1645,6790,0,22377.06,32.16,489907.8,1589193
122712,2001,11,3,2.0,1589,7512,0,13391.27,5073.07,572009.6,1507652
264184,2001,26,3,2.5,2449,11757,1,3604.7,366.73,524242.4,1536363
68007,2002,29,3,1.5,1070,9375,0,12078.1,311.65,498106.1,1546004
302262,2003,0,4,3.5,2499,5618,0,16110.74,167.14,496612.0,1494565
130940,2004,21,2,1.0,949,11327,0,6053.66,1474.2,554266.0,1526948
187457,2003,2,3,3.0,2309,9377,0,25368.98,299.75,451582.0,1532046
136792,2002,6,3,2.0,1810,7501,0,19979.52,507.62,597511.4,1550372
195689,2004,24,5,3.0,1855,6795,0,2110.37,987.64,541692.3,1532081
571214,2000,10,4,4.0,3286,43388,1,18641.86,49.24,475415.1,1516527
165886,2003,0,3,2.0,1875,6271,0,22236.99,631.14,462560.1,1520982
198522,2002,0,4,2.0,1999,7377,0,22676.77,1796.32,607844.6,1516649
145678,2003,46,3,2.0,1270,8122,0,7642.21,222.82,549768.9,1551249
156859,2002,0,4,2.0,1934,5850,0,22263.15,1502.97,603994.3,1554675
150838,2004,5,4,2.0,1440,4573,1,20489.74,5434.77,537217.1,1463893
125184,2002,0,3,2.0,1592,6300,0,11656.73,3831.81,571003.2,1518626
577362,2003,6,5,5.0,3869,18281,1,10081.31,34.84,533547.4,1564160
256948,2004,8,4,3.0,2444,8718,1,20945.85,5280.68,517076.6,1464688
131432,2003,16,3,2.0,1539,9930,1,9681.36,510.15,512903.8,1554087
202437,2002,3,4,2.5,2852,9028,0,14796.87,492.47,491707.4,1553418
227821,2003,0,4,3.0,2285,9100,1,22614.56,286.38,465413.8,1504847
26375,2003,33,3,1.5,1050,9741,0,17639.58,771.68,491635.1,1569642
148645,2000,0,3,2.0,2010,7871,1,17220.76,395.65,507122.4,1580354
143743,2002,0,3,2.0,1855,5250,0,21365.77,1091.26,604476.8,1539297
93107,2002,41,4,2.0,1433,7270,0,12772.89,2205.74,545214.9,1490483
160795,2003,0,3,2.5,2222,5500,0,19895.31,1285.28,598971.3,1543354
113686,2004,4,3,2.5,1430,2340,0,20547.61,5878.76,535714.0,1463667
160059,2004,0,4,2.0,1972,9013,0,23871.5,239.41,478937.9,1586001
127112,2002,20,3,2.0,1408,6294,0,9897.49,123.49,502912.7,1525084
123863,2000,16,2,2.5,1300,3000,0,2903.66,564.11,544225.4,1529465
183779,2003,0,4,2.0,1970,6758,0,21587.03,865.15,582559.8,1478735
144012,2003,0,3,2.5,1507,2903,0,22597.22,271.41,608506.4,1522560
133997,2004,0,3,2.5,1345,1722,0,14365.91,104.18,491316.1,1549234
104561,2002,6,3,2.0,1127,4706,0,9867.6,1644.16,563795.1,1516600
120670,2002,16,3,2.0,1374,6752,1,18788.37,5606.72,538449.9,1469541
99027,2000,14,3,2.0,1318,10957,0,14868.77,138.41,487978.1,1544721
13933,2000,20,2,1.0,625,3760,0,1926.73,874.06,529451.6,1527782
265501,2004,8,4,3.0,2568,10006,1,12035.09,232.78,495987.5,1523963
167980,2001,0,4,3.0,2166,8001,0,14461.48,526.17,492537.1,1552624
291418,2005,17,4,3.0,2565,13858,1,12823.65,163.29,493173.7,1525139
122357,2000,0,4,2.0,1929,7797,0,19411.29,7709.05,529492.1,1467615
107322,2000,22,4,2.0,1661,7500,1,11309.27,3268.18,571941.5,1530178
188627,2004,9,4,2.5,2293,12288,0,21881.36,4637.05,539653.4,1459446
156667,2005,37,3,1.0,1409,6222,0,8655.2,218.59,539687.6,1503109
314704,2005,34,3,2.0,2344,19040,0,9658.29,519.02,550190.6,1558829
77832,2004,31,3,1.5,1070,9375,0,12121.74,203.13,498105.4,1546379
216654,2003,18,4,2.0,2287,16664,0,21777.36,315.95,495919.6,1591046
136015,2002,23,3,2.0,1844,12362,0,14690.2,648.97,495335.4,1503455
119703,2002,19,4,2.0,1470,70985,0,22006.13,357.85,606784.9,1537390
118481,2003,16,3,2.0,1331,6733,1,6761.68,1038.76,555108.8,1522070
353381,2000,0,5,4.5,3916,24228,1,11911.1,302.23,498055.9,1517855
189574,2004,0,4,2.0,2401,6156,0,22812.68,782.6,461059.1,1518367
62514,2000,29,3,2.0,1350,8752,1,9306.62,2458.35,517194.1,1506164
128896,2002,0,3,2.0,1645,5440,0,16630.53,5800.4,541668.8,1476946
173061,2004,3,3,2.0,1823,5466,0,13977.34,2481.54,580616.6,1528181
162237,2000,0,4,3.0,2084,10001,0,19648.97,584.35,499983.8,1585355
218005,2003,17,3,2.0,1360,5998,0,2818.68,113.56,543561.9,1528025
98730,2004,44,3,2.0,1391,7798,0,10898.23,2572.82,565569.4,1512800
257723,2005,1,4,2.5,2299,5751,0,19826.43,992.72,580129.5,1484380
532498,2003,0,4,4.0,4199,19796,0,18149.36,466.9,481587.2,1504404
109840,2003,23,3,2.0,1248,8662,0,12681.67,2097.16,545460.3,1490856
283201,2003,20,4,2.0,2204,46789,1,17832.11,234.75,478359.8,1515753
174462,2003,13,3,1.0,1093,8538,0,2137.73,1025.58,541768.1,1532182
143644,2002,42,3,2.0,1647,9486,0,5244.2,519.2,550475.3,1523904
126644,2003,2,4,2.0,1440,6608,0,19926.39,2006.91,469538.1,1534699
185982,2002,0,3,2.0,2043,8799,0,20022.2,7743.03,529819.8,1465577
202410,2004,0,4,2.0,2393,10338,0,18587.62,685.82,477966.6,1553162
150005,2004,8,3,2.0,1566,5426,0,20365.2,502.57,493412.3,1583552
212784,2003,33,3,2.0,1265,8846,0,2994.21,653.35,529922.1,1539607
101733,2003,15,3,2.0,1531,6564,0,14826.54,681.63,505082.5,1569601
129333,2003,0,3,2.5,1476,1700,0,17641.8,1553.77,592585.3,1535272
158410,2004,2,4,2.5,2250,7177,0,21196.56,929.09,600375.5,1554423
278019,2001,1,5,4.0,3053,7049,0,22645.12,1842.25,607714.9,1516530
64932,2000,10,2,2.0,954,1638,0,18258.91,5677.22,539214.0,1471333
113283,2002,33,4,2.5,1650,8800,1,9381.75,1846.35,505580.4,1540697
177639,2004,1,3,2.0,1703,6983,0,22736.61,761.5,461330.3,1518289
202280,2002,9,4,2.0,2174,9684,1,21663.84,6253.78,518870.5,1461814
114089,2001,2,3,2.0,1420,6439,0,11451.26,3290.66,564785.3,1508388
82449,2002,38,3,1.0,1151,7149,0,15357.92,149.91,486544.6,1545536
151852,2002,0,3,2.0,1521,6862,0,9949.25,488.65,535431.4,1498450
161553,2001,0,3,2.5,2356,12827,0,22427.19,616.36,461514.0,1537542
154484,2003,23,3,2.0,1444,14571,0,27813.71,367.31,602615.9,1469954
98743,2001,0,3,2.0,1172,6322,0,16939.86,711.9,496861.4,1571703
111174,2001,0,4,3.0,1093,2875,0,23116.16,910.21,609789.1,1519360
99524,2003,10,3,2.0,1038,3760,0,11689.84,1767.6,572624.9,1537726
201998,2002,0,3,2.0,3496,9990,0,24248.6,618.65,486465.7,1594301
170888,2005,24,3,2.0,1752,7125,0,4696.71,589.38,549015.6,1537144
152900,2005,26,2,2.0,1852,13146,0,16104.94,2378.9,510565.9,1484144
86683,2002,51,3,2.0,1240,13628,0,10022.77,525.84,550866.6,1559822
15296,2002,101,2,1.0,964,4107,0,19193.45,1462.69,472303.3,1538688
44634,2005,60,3,1.0,990,16911,0,16613.95,1243.21,483811.9,1550323
106591,2002,41,3,1.0,1817,14133,1,8502.11,2094.82,507526.1,1536821
197841,2000,10,4,3.0,2233,10527,0,2468.77,160.2,534375.6,1539187
126893,2000,0,3,2.0,1594,5459,0,14526.12,1743.77,582490.5,1529719
219309,2004,17,4,2.0,2351,10842,1,11817.45,68.69,568458.9,1550430
144425,2004,10,3,2.0,1264,6711,0,19089.35,953.29,596411.6,1542655
179211,2004,0,4,2.5,2115,7619,0,14123.57,5859.41,576427.8,1510634
139813,2002,8,3,2.0,1717,6432,1,20527.11,4385.11,540729.3,1463987
193764,2002,0,4,2.0,2022,8284,0,16414.31,416.2,481538.6,1523260
142871,2003,0,3,2.0,1865,6133,0,24559.36,871.01,614950.1,1539963
238391,2002,0,4,3.0,3717,7200,0,22722.15,908.35,460959.4,1520932
194047,2003,0,4,2.5,2593,6357,0,19810.73,1051.02,580235.1,1484554
267728,2003,0,4,3.0,2699,10361,0,16018.27,1942.02,586253.1,1520140
133959,2000,20,4,2.0,1720,11526,1,7646.17,730.01,550960.3,1511869
235724,2004,3,3,3.0,2524,20626,1,29816.04,2188.25,631954.9,1519116
128385,2000,12,3,2.0,1796,6616,0,9635.32,371.74,503537.1,1526609
214519,2002,0,3,2.5,1907,2640,0,17100.49,1080.25,570239.9,1487550
304183,2001,21,4,3.5,3646,18054,1,15107.31,353.69,492866.7,1504699
182126,2004,0,3,2.0,1865,6231,0,19947.93,174.98,469444.6,1527806
140350,2004,0,3,2.0,1620,6881,0,14915.58,4301.87,580870.2,1514448
380001,2002,17,3,2.5,3008,44382,1,17960.99,180.17,477772.0,1516318
150377,2003,9,4,2.0,1682,8268,0,17395.33,5579.67,527848.4,1474436
193106,2004,0,3,2.0,1718,6691,0,12889.98,4643.08,572928.7,1512696
139943,2004,0,2,2.5,1275,1700,0,14434.8,204.01,491221.0,1549592
29129,2001,36,3,1.0,1458,43611,0,37740.13,2370.07,658523.1,1524523
237012,2002,8,4,2.0,2372,8403,1,12220.75,603.95,495776.0,1521987
73987,2003,20,2,2.0,982,3180,0,14965.63,3497.6,516175.8,1485664
78455,2000,27,3,2.0,1170,9180,0,11215.17,1184.01,521948.6,1565575
260541,2000,0,5,3.0,3051,18889,1,14350.95,2088.53,581876.1,1528731
165289,2005,4,3,2.0,1615,5835,0,21567.1,394.03,491647.2,1587191
56316,2001,50,2,1.0,870,7376,0,2841.44,545.07,531372.4,1522439
126046,2003,0,3,2.0,1642,6601,0,22019.53,636.28,488612.1,1586648
140858,2004,24,2,2.0,1554,6403,0,15819.47,2662.94,511530.5,1484704
206740,2002,0,3,2.0,2018,5753,0,10903.36,267.85,503760.6,1513355
172025,2004,0,4,2.0,1738,6644,0,12809.41,684.95,499334.3,1553608
196763,2002,4,5,3.0,2348,5695,1,19176.72,1926.09,597700.4,1528065
130508,2003,22,3,2.0,1380,10836,0,9671.04,2200.31,564951.4,1521072
220596,2001,9,4,3.0,2208,10002,1,12571.18,67.36,494178.5,1524086
122473,2004,26,3,1.0,1340,10800,0,8590.25,2134.01,562167.1,1524179
74765,2001,31,3,1.0,1392,6492,0,15537.66,499.4,486507.8,1547352
122044,2003,20,4,3.0,1827,9398,0,17149.67,6256.83,539660.2,1475020
178755,2001,0,4,2.0,2284,6301,0,20289.97,820.67,601400.1,1529200
156617,2001,0,4,3.0,2281,5752,0,19317.65,4750.25,517939.3,1469991
152956,2002,28,5,3.0,2316,10616,1,10865.12,3910.56,569798.4,1524083
125376,2000,2,4,2.0,1874,6034,0,18345.54,1748.97,594955.3,1527801
225088,2004,0,4,2.0,1872,6122,0,17969.86,993.31,573150.7,1486262
355851,2001,31,4,2.0,2584,6348,0,2466.59,120.85,531694.7,1538558
105796,2001,13,3,2.0,1708,5537,0,9646.45,148.54,514836.6,1555640
85082,2002,11,3,2.5,1346,1590,0,17844.39,5621.64,540507.9,1472808
108404,2004,26,3,2.0,1190,8246,1,9015.35,849.65,513524.3,1551622
186258,2002,2,3,2.5,2184,11515,0,19766.97,989.62,502501.5,1587339
140421,2000,35,3,1.0,1548,10491,0,5015.99,296.5,529186.0,1546560
233321,2001,0,4,3.0,3095,12842,0,13296.62,4595.72,568609.1,1503474
110463,2000,22,3,2.0,2006,22010,0,14623.47,907.95,582209.9,1538797
137336,2001,0,4,2.5,1964,6429,0,20963.31,6017.61,535112.6,1462298
187565,2001,33,4,2.0,1996,10806,0,7487.51,1238.88,554415.2,1545950
92619,2001,61,2,1.0,852,7207,0,2748.76,458.35,543061.7,1534803
158656,2001,0,3,2.5,2576,5536,0,16075.5,2260.3,586187.6,1518991
93770,2002,24,3,2.0,1179,12821,0,11284.32,2962.26,566353.1,1511649
133940,2000,30,3,2.0,1625,8176,0,4809.62,262.72,544669.4,1518749
76320,2000,29,3,2.0,1271,8119,0,15205.12,415.7,487267.8,1546180
134564,2000,7,4,2.5,2282,11141,0,11357.79,262.13,509219.6,1558176
172546,2003,3,4,2.0,1994,11244,0,22505.82,183.3,489392.7,1589327
143261,2003,11,3,2.0,1855,8938,1,21897.93,4369.1,540535.4,1459456
268018,2000,4,3,3.5,2358,14990,1,9691.29,222.56,548791.2,1502516
131894,2000,1,3,2.0,1678,10040,0,19325.2,298.42,473390.6,1546816
133300,2000,0,3,2.5,1875,5383,0,18308.67,1955.23,594098.9,1521170
1248116,2003,0,5,5.5,5609,23818,1,18065.44,289.72,481446.4,1505314
191005,2002,12,3,2.5,1696,955,0,1007.48,133.43,537629.0,1529327
274674,2003,0,4,3.0,2480,9002,0,20039.27,387.98,486484.7,1486516
341169,2003,5,4,3.0,2686,10126,0,17239.66,303.68,494645.9,1491273
68148,2001,44,3,1.0,1073,6749,0,10493.62,213.14,547507.7,1499074
276882,2003,0,3,2.0,3283,10386,0,13786.94,91.01,491121.7,1542777
195820,2000,9,5,2.5,2948,8569,1,18881.7,5474.65,520651.0,1470774
150377,2003,12,3,2.0,1720,6131,0,17886.65,1218.62,593395.4,1526987
183574,2000,47,2,2.0,1366,12952,0,8061.79,512.55,550423.5,1552477
243704,2005,7,4,2.0,2239,7869,0,17313.57,6064.24,533359.0,1474294
118892,2003,16,3,2.0,1405,6833,0,18079.8,6086.36,524651.4,1472641
225920,2001,0,4,3.5,3583,10522,1,25609.54,385.74,450791.7,1531976
127716,2001,0,4,2.0,1679,5642,0,8749.2,1139.11,563550.3,1530909
102909,2000,10,3,2.0,1807,10002,0,29414.07,1942.42,630771.0,1520342
100559,2004,45,3,1.5,1061,8695,0,4808.11,845.02,547953.0,1522325
152086,2003,4,3,2.0,1808,6275,0,23940.98,706.99,486683.5,1593181
179882,2005,30,3,1.0,1464,13012,0,3083.77,232.92,542881.1,1537239
235193,2002,2,4,2.5,2271,6266,0,10409.63,205.58,518902.6,1561324
63334,2001,41,3,2.0,1276,8831,0,9254.76,373.92,508809.8,1546756
119774,2002,8,3,2.0,1392,6756,0,9712.68,1673.26,563940.1,1518094
266459,2004,14,4,3.5,2344,10043,1,11288.79,386.75,498566.2,1523540
101185,2001,13,3,2.5,1510,3600,0,11627.75,1892.16,572611.3,1536518
124395,2002,13,3,2.0,1520,10624,0,12922.63,707.77,497339.5,1550915
616564,2002,0,4,2.0,4270,15213,1,16290.24,23.11,496127.2,1494484
297500,2004,3,4,3.0,3310,8714,0,20056.97,2799.0,600103.4,1522537
135558,2002,0,3,2.5,2192,5498,0,16674.48,5856.39,541462.6,1476775
133923,2000,29,4,2.0,2190,10766,1,5938.08,102.5,533395.8,1511662
89941,2005,18,3,2.0,1130,1764,0,17947.9,5587.91,540368.2,1472454
80267,2003,44,3,1.5,1139,8381,0,9133.66,467.68,510373.0,1548422
99385,2001,5,3,2.0,1471,3990,0,11149.75,2764.23,571377.6,1533044
178049,2000,0,4,2.0,2407,9000,0,14684.14,400.16,491334.6,1551837
256570,2003,0,5,3.0,3182,12538,0,25918.24,889.78,485466.7,1600367
112947,2002,22,4,2.0,1842,8243,0,10037.85,1521.55,502599.1,1537884
276902,2004,0,5,4.0,4343,8422,0,13758.23,5473.93,574964.9,1510395
162203,2003,1,3,2.0,1988,5749,0,14897.37,902.46,583688.3,1533088
104677,2003,6,3,2.0,1110,7788,0,21256.7,1128.4,465077.5,1531896
443557,2003,15,5,5.0,4503,43520,1,14141.68,704.17,494332.0,1508437
221035,2001,36,3,2.0,1663,12922,0,3793.67,207.34,542901.7,1540579
182463,2002,1,4,2.0,2337,9674,0,18911.93,1378.24,596818.3,1534367
195204,2004,16,4,2.5,2201,10950,0,15488.51,316.22,582135.0,1549720
125446,2004,16,3,2.0,1410,6049,0,18332.69,6332.69,524392.5,1471844
155206,2004,0,4,2.0,1705,5501,0,17248.49,2471.52,574737.6,1490942
140569,2003,0,3,2.5,1345,4400,0,23719.93,234.06,457872.9,1519354
154363,2000,0,4,2.5,2283,5200,0,18815.76,781.41,596359.1,1536419
106503,2003,24,3,2.0,1215,12884,0,15263.4,496.75,486213.9,1543149
62488,2005,22,1,1.0,847,3714,0,15022.57,3479.4,516538.9,1485315
127752,2002,0,4,2.0,1470,6491,0,13205.56,729.48,498696.2,1555019
190668,2002,16,4,3.0,2196,11687,1,15295.09,290.19,491477.1,1505804
174714,2005,16,2,1.0,926,5419,0,3022.51,384.24,532227.9,1540668
246660,2002,0,4,3.0,2912,15725,0,26327.54,1932.31,487444.1,1603347
164290,2003,11,3,2.5,2648,8062,0,21812.71,548.88,491558.9,1588127
127395,2003,0,3,2.5,1412,1705,0,13436.55,5095.12,570055.7,1504549
499689,2002,0,3,3.0,4110,16024,1,18027.51,367.7,481944.8,1504583
181088,2004,26,3,2.0,1952,10321,0,12857.17,194.13,571841.0,1551376
100820,2000,5,3,2.0,1512,6000,0,16431.41,267.82,498932.9,1571335
120751,2001,42,3,1.5,1759,7498,0,5170.79,718.68,551378.0,1527307
135740,2001,36,3,1.0,1206,6999,0,4190.23,100.31,546205.4,1538835
171815,2001,35,3,3.0,2398,45177,0,20293.27,64.2,470226.4,1547263
210716,2002,29,3,2.0,1906,14093,0,4813.86,247.96,545423.3,1542825
66409,2003,30,4,2.0,1293,9751,0,10632.56,1024.16,500613.0,1537914
156650,2003,15,3,1.5,1306,9787,0,4894.59,764.97,538317.6,1546780
186722,2003,63,3,2.0,1476,6773,0,2422.42,218.11,537427.0,1523581
116047,2004,26,2,1.0,1113,12099,1,11477.21,356.0,525521.6,1494600
74925,2000,11,4,2.0,2041,10623,0,12068.4,294.24,496127.0,1539487
207304,2005,6,4,2.0,1866,8820,0,15135.78,3559.85,582294.6,1516424
238994,2002,4,4,3.0,2762,7953,1,15561.76,1167.42,583761.4,1545753
109222,2004,22,3,2.0,1118,10459,0,8887.94,2360.88,506476.9,1537925
263707,2005,4,6,4.0,3457,8544,1,20315.71,486.71,601509.9,1531566
105945,2002,34,2,2.0,2072,10074,1,6004.92,722.45,552781.9,1522951
360937,2001,41,2,2.0,1514,16855,0,7362.81,212.75,544128.1,1553404
228380,2004,5,4,3.0,2740,8625,0,15928.65,1092.76,584568.5,1547210
191380,2004,14,4,3.0,2716,11572,1,12054.23,3782.68,570102.4,1513169
89059,2002,56,2,1.0,1224,6750,0,4727.41,536.19,528158.9,1517093
120778,2003,23,4,2.0,1474,7550,0,11828.29,1261.76,544777.4,1493572
180187,2000,0,4,3.0,2357,9291,0,15269.07,2713.2,583479.9,1519053
135061,2004,4,3,2.0,1502,8625,0,22591.64,215.17,460773.2,1534573
238162,2000,0,4,3.0,2647,8396,0,14633.59,2086.75,582733.2,1527567
78406,2001,21,3,1.5,1386,6234,0,3981.02,1021.27,533840.1,1544125
193778,2000,0,3,2.0,2420,7336,1,20768.85,2101.5,602519.8,1523031
77852,2005,30,3,2.0,1152,7030,0,7997.2,481.36,508601.1,1530265
118126,2004,41,3,2.0,1800,7972,0,8914.47,2302.25,506259.3,1537368
178263,2004,29,3,2.0,1486,7999,0,3421.38,681.17,532051.3,1541976
233239,2004,5,5,3.0,2539,8116,0,20202.27,8175.2,528116.3,1465136
120596,2004,15,3,2.0,1134,5295,0,19874.82,560.93,598129.8,1546867
87642,2001,28,4,2.0,1711,10210,1,14205.13,1579.01,581406.9,1533257
213266,2003,7,3,2.5,1872,7271,1,20641.52,6963.47,523364.1,1464332
163362,2005,24,3,2.0,1884,8262,0,11184.35,3069.95,568495.4,1516454
331010,2003,0,4,2.0,2657,5399,0,15888.03,211.47,497580.8,1494615
107808,2002,4,3,2.0,1371,4745,0,19905.51,1265.48,469517.5,1532245
138342,2000,11,3,2.0,1755,8749,0,9266.71,715.11,504738.4,1526715
274702,2001,0,4,3.0,2796,16101,1,25508.89,1111.14,487696.6,1600284
151354,2000,10,3,2.0,1953,13832,0,24169.9,977.04,481790.3,1590076
159508,2004,28,4,2.0,2074,19995,1,15113.36,314.57,485850.0,1538884
164092,2002,0,4,3.0,2072,5500,1,16126.86,2155.0,586423.4,1519261
180223,2003,18,3,2.5,2180,10005,0,12236.32,272.56,567126.1,1554975
94154,2001,0,3,2.0,1276,4500,0,10010.6,590.98,505019.5,1544895
199363,2000,10,3,2.0,2291,7196,0,2680.22,496.07,542133.6,1526186
119779,2002,0,4,2.0,1882,5534,0,18925.89,1198.8,472725.1,1531670
69950,2002,24,2,1.0,814,8892,0,8567.08,1492.47,562808.4,1528248
542258,2004,0,5,4.5,4018,9896,0,5278.04,613.04,549287.4,1540649
95987,2003,42,5,2.0,2002,7654,0,4238.27,451.2,526790.9,1519751
141033,2002,0,3,2.0,1739,8799,0,14289.38,2403.55,581548.0,1526931
81368,2000,40,4,2.0,1364,9615,0,8902.49,1887.33,562781.1,1522568
364195,2003,39,3,2.0,1698,17406,0,9165.54,186.18,546841.4,1558667
76406,2000,19,3,1.5,1356,8307,0,9438.82,2555.09,564863.8,1523483
